id,traineeId,trainerId,trainingTypeId,name,data,duration
560,48,347,731,Azollaceae,7/25/2021,12
561,108,651,21,Lecideaceae,1/30/2023,2
562,452,328,513,Asteraceae,5/8/2021,3
563,554,192,601,Anacardiaceae,2/8/2023,1
564,849,314,111,Valerianaceae,10/10/2023,8
565,73,468,900,Fabaceae,1/12/2023,12
566,961,139,832,Asteraceae,6/15/2021,9
567,643,302,66,Convolvulaceae,10/1/2022,3
568,947,908,60,Cactaceae,3/24/2022,5
569,348,534,781,Scrophulariaceae,8/5/2021,2
570,655,673,782,Rhamnaceae,8/29/2023,4
571,158,506,145,Scrophulariaceae,12/22/2020,5
572,657,955,439,Campanulaceae,11/20/2021,11
573,220,680,748,Loasaceae,10/15/2023,1
574,110,537,902,Lecideaceae,6/26/2022,4
575,616,698,607,Arthoniaceae,11/25/2020,4
576,366,745,206,Liliaceae,4/1/2023,9
577,237,855,533,Elatinaceae,4/13/2021,10
578,401,268,600,Pedaliaceae,2/16/2022,8
579,63,928,969,Liliaceae,3/29/2022,6
580,929,59,908,Verrucariaceae,1/27/2023,5
581,524,85,417,Papaveraceae,1/3/2021,10
582,544,726,791,Acanthaceae,9/26/2021,2
583,970,935,964,Hydrangeaceae,6/16/2023,3
584,421,588,272,Acarosporaceae,2/1/2021,7
585,414,690,575,Cyperaceae,6/3/2022,8
586,437,684,49,Acarosporaceae,1/3/2021,10
587,295,818,596,Arecaceae,4/13/2023,9
588,738,356,477,Liliaceae,2/24/2021,9
589,971,659,31,Asteraceae,8/29/2021,11
590,5,102,184,Cladoniaceae,4/27/2021,6
591,930,171,674,Malvaceae,9/21/2022,9
592,486,352,797,Liliaceae,10/29/2021,4
593,981,49,439,Poaceae,5/20/2023,11
594,584,97,671,Parmeliaceae,11/12/2021,2
595,310,47,696,Asteraceae,6/23/2023,9
596,393,136,264,Poaceae,11/8/2021,9
597,258,715,372,Lamiaceae,10/13/2022,2
598,534,925,597,Saxifragaceae,8/25/2021,7
599,79,255,335,Asteraceae,6/20/2022,3
600,132,426,324,Oxalidaceae,3/1/2022,3
601,978,898,790,Myrtaceae,1/2/2021,12
602,701,870,176,Poaceae,2/17/2021,7
603,702,686,558,Leptodontaceae,7/26/2021,7
604,898,687,981,Poaceae,5/11/2023,4
605,193,76,666,Poaceae,8/10/2022,12
606,706,551,566,Asteraceae,7/13/2022,3
607,304,544,410,Poaceae,3/15/2022,5
608,577,920,142,Lecideaceae,1/29/2022,12
609,977,21,522,Chenopodiaceae,10/10/2021,8
610,898,311,727,Asteraceae,12/17/2021,6
611,433,707,73,Polemoniaceae,11/18/2022,10
612,872,359,131,Parmeliaceae,9/21/2022,9
613,285,245,219,Cyperaceae,4/8/2022,8
614,43,786,309,Brassicaceae,9/20/2022,9
615,941,114,670,Asteraceae,8/12/2023,8
616,553,488,632,Fabaceae,9/21/2021,6
617,716,7,47,Iridaceae,3/31/2023,9
618,694,184,274,Graphidaceae,6/13/2023,11
619,204,207,658,Dennstaedtiaceae,4/14/2023,8
620,697,438,362,Annonaceae,2/21/2021,1
621,267,370,958,Boraginaceae,12/29/2022,3
622,973,141,98,Pottiaceae,2/12/2022,12
623,385,920,758,Apiaceae,12/14/2020,12
624,723,864,864,Rosaceae,8/16/2022,8
625,531,309,291,Caryophyllaceae,2/17/2023,11
626,448,63,396,Arecaceae,3/4/2023,4
627,631,321,26,Cactaceae,3/15/2022,11
628,825,414,581,Acarosporaceae,7/14/2021,12
629,401,461,12,Passifloraceae,7/20/2022,4
630,985,422,622,Bacidiaceae,4/28/2021,5
631,462,178,632,Solanaceae,3/21/2022,12
632,879,864,437,Asteraceae,6/18/2021,4
633,622,616,873,Pteridaceae,4/5/2022,2
634,490,601,355,Santalaceae,7/22/2021,3
635,579,447,624,Verrucariaceae,8/30/2021,6
636,411,326,277,Bacidiaceae,4/11/2023,10
637,115,527,449,Gesneriaceae,2/2/2022,12
638,494,769,53,Rosaceae,2/11/2023,10
639,616,379,383,Ranunculaceae,1/22/2023,5
640,834,507,166,Lamiaceae,2/19/2023,11
641,747,610,745,Cuscutaceae,3/17/2023,11
642,611,578,927,Salicaceae,3/22/2021,10
643,428,331,740,Convolvulaceae,11/18/2021,8
644,906,897,341,Ericaceae,3/28/2022,10
645,571,286,484,Ectolechiaceae,5/1/2021,9
646,408,386,703,Orthotrichaceae,11/19/2021,12
647,236,91,901,Parmeliaceae,1/1/2022,4
648,769,821,418,Dryopteridaceae,11/16/2022,4
649,453,382,168,Liliaceae,4/14/2023,6
650,319,902,831,Asteraceae,5/5/2022,12
651,510,948,304,Oxalidaceae,12/19/2022,7
652,886,232,568,Apocynaceae,2/13/2021,2
653,919,495,878,Acanthaceae,9/24/2023,3
654,585,126,301,Brassicaceae,8/31/2022,9
655,611,684,997,Chenopodiaceae,1/25/2023,4
656,451,113,208,Asteraceae,5/1/2022,9
657,947,849,911,Cactaceae,7/28/2023,10
658,419,783,734,Baeomycetaceae,2/4/2021,4
659,258,29,756,Physciaceae,1/2/2023,6
660,715,599,602,Fabaceae,5/29/2023,3
661,856,556,795,Papaveraceae,12/10/2022,11
662,400,285,353,Cyperaceae,10/19/2023,11
663,664,75,242,Rosaceae,7/13/2021,4
664,476,126,752,Cyperaceae,5/7/2022,1
665,791,393,958,Rosaceae,6/6/2021,6
666,648,367,940,Asteraceae,3/9/2022,1
667,890,396,256,Polemoniaceae,6/20/2022,3
668,182,47,974,Asteraceae,7/21/2023,6
669,950,108,943,Acanthaceae,6/30/2023,8
670,108,780,180,Asteraceae,6/4/2021,3
671,624,399,361,Poaceae,8/25/2021,11
672,2,665,708,Sterculiaceae,4/11/2022,9
673,835,918,701,Leskeaceae,11/19/2020,11
674,907,422,312,Fabaceae,11/6/2021,6
675,821,484,292,Dicranaceae,3/3/2022,8
676,853,808,843,Asteraceae,5/26/2022,1
677,719,530,940,Crassulaceae,8/31/2023,10
678,87,748,82,Crassulaceae,1/9/2021,11
679,798,778,602,Ericaceae,11/21/2021,10
680,903,71,290,Orchidaceae,1/16/2021,11
681,934,958,489,Scrophulariaceae,2/5/2023,3
682,845,223,881,Euphorbiaceae,10/20/2023,3
683,980,141,57,Bryaceae,6/16/2023,9
684,693,364,36,Ptychomitriaceae,2/9/2022,5
685,696,812,175,Malpighiaceae,8/11/2023,11
686,565,111,333,Polemoniaceae,2/10/2023,3
687,704,312,548,Apocynaceae,10/12/2021,6
688,775,31,439,Boraginaceae,10/19/2022,9
689,732,632,573,Onagraceae,4/18/2021,12
690,936,730,304,Onagraceae,3/19/2022,6
691,129,622,824,Poaceae,8/21/2021,6
692,989,757,854,Asteraceae,9/19/2023,12
693,374,390,408,Scrophulariaceae,8/8/2021,10
694,224,163,720,Euphorbiaceae,6/22/2021,9
695,552,226,31,Poaceae,4/11/2022,3
696,396,764,41,Solanaceae,3/18/2022,7
697,608,533,83,Polygonaceae,3/22/2023,5
698,204,326,8,Asteraceae,7/24/2022,5
699,636,69,96,Asclepiadaceae,12/14/2021,2
700,624,91,532,Ericaceae,10/5/2023,7
701,7,375,836,Anacardiaceae,3/2/2023,1
702,221,674,770,Oleaceae,9/4/2021,11
703,600,968,501,Asteraceae,12/7/2021,1
704,948,423,373,Parmeliaceae,9/12/2021,1
705,162,253,171,Lauraceae,6/7/2023,7
706,871,568,372,Liliaceae,2/26/2022,7
707,867,905,82,Cyperaceae,1/21/2022,11
708,399,495,685,Rhamnaceae,4/22/2021,11
709,60,488,83,Brassicaceae,8/12/2021,10
710,722,726,392,Hypnaceae,7/19/2021,9
711,839,425,157,Parmeliaceae,4/11/2023,2
712,638,344,962,Liliaceae,10/26/2021,6
713,490,263,293,Lycopodiaceae,10/21/2023,10
714,297,626,964,Fabaceae,10/17/2023,7
715,745,504,894,Poaceae,7/21/2023,2
716,508,647,235,Isoetaceae,1/5/2021,3
717,50,99,857,Onagraceae,7/15/2022,1
718,389,325,902,Hydrophyllaceae,4/13/2021,11
719,310,540,955,Asteraceae,8/29/2022,2
720,755,61,800,Coniocybaceae,7/3/2021,12
721,935,473,721,Cyperaceae,1/11/2022,10
722,744,870,771,Hippuridaceae,4/2/2021,2
723,969,93,346,Poaceae,1/10/2021,12
724,930,299,617,Apiaceae,11/3/2020,10
725,106,38,192,Onagraceae,5/24/2023,9
726,851,145,69,Asteraceae,10/18/2021,4
727,719,822,641,Acanthaceae,6/20/2023,6
728,915,20,826,Fabaceae,2/14/2023,10
729,505,100,801,Polemoniaceae,5/23/2021,4
730,351,21,737,Papaveraceae,5/16/2021,3
731,82,368,2,Euphorbiaceae,9/7/2022,1
732,200,32,670,Fabaceae,3/31/2022,12
733,864,686,418,Rubiaceae,2/12/2021,9
734,503,359,874,Cactaceae,11/7/2022,11
735,205,88,69,Oleaceae,10/18/2022,3
736,449,331,246,Fagaceae,12/5/2022,5
737,151,724,664,Asteraceae,3/3/2023,8
738,599,431,579,Cactaceae,12/29/2022,6
739,782,916,105,Cyperaceae,8/24/2023,12
740,575,646,651,Primulaceae,11/8/2020,6
741,791,176,802,Fabaceae,6/25/2022,10
742,953,456,674,Scrophulariaceae,6/19/2021,2
743,479,949,545,Parmeliaceae,9/18/2021,9
744,762,297,16,Hydrophyllaceae,12/26/2020,5
745,19,667,955,Chenopodiaceae,8/3/2022,6
746,24,905,190,Asteraceae,3/20/2023,8
747,673,572,15,Liliaceae,10/28/2022,2
748,768,932,270,Polemoniaceae,4/20/2021,9
749,976,233,674,Brassicaceae,9/19/2022,3
750,954,633,469,Portulacaceae,9/16/2023,6
751,221,892,222,Fabaceae,12/25/2021,7
752,821,541,942,Fabaceae,9/30/2023,3
753,513,264,281,Scrophulariaceae,3/24/2022,2
754,229,956,670,Liliaceae,3/9/2022,12
755,99,79,349,Scrophulariaceae,10/30/2022,12
756,533,162,362,Cucurbitaceae,12/1/2020,3
757,382,199,199,Orchidaceae,7/20/2022,1
758,294,803,614,Apiaceae,5/28/2022,12
759,217,26,504,Polygonaceae,10/19/2022,8
760,854,565,796,Euphorbiaceae,10/15/2023,9
761,718,376,132,Fabaceae,3/6/2021,7
762,526,963,766,Liliaceae,10/1/2023,2
763,939,288,814,Fabaceae,6/15/2023,12
764,12,358,915,Vitaceae,2/28/2021,6
765,614,940,269,Physciaceae,11/18/2020,8
766,727,672,248,Orchidaceae,10/23/2021,1
767,287,927,348,Rubiaceae,10/10/2022,5
768,277,207,17,Poaceae,6/23/2021,2
769,339,593,798,Scrophulariaceae,11/8/2021,4
770,83,263,702,Lauraceae,12/18/2020,11
771,46,612,307,Fabaceae,12/2/2020,1
772,785,500,584,Myrtaceae,10/25/2021,7
773,334,928,808,Fabaceae,4/6/2023,2
774,87,660,658,Lamiaceae,7/3/2022,2
775,802,152,47,Graphidaceae,10/27/2022,7
776,387,664,187,Parmeliaceae,12/18/2022,4
777,556,504,92,Bryaceae,8/18/2022,8
778,98,78,6,Amaranthaceae,11/20/2021,10
779,789,335,727,Asteraceae,2/16/2023,3
780,822,687,991,Asteraceae,8/1/2022,8
781,96,720,953,Amblystegiaceae,6/19/2022,7
782,981,216,586,Euphorbiaceae,7/22/2021,5
783,775,477,184,Asteraceae,4/17/2023,12
784,626,666,866,Poaceae,8/23/2021,4
785,623,860,302,Caryophyllaceae,12/14/2021,4
786,53,916,907,Fabaceae,5/13/2022,12
787,941,222,611,Campanulaceae,11/17/2022,2
788,732,107,551,Rosaceae,6/19/2023,8
789,419,88,577,Verrucariaceae,8/15/2023,3
790,311,701,486,Betulaceae,5/30/2022,5
791,643,766,155,Scrophulariaceae,4/13/2023,9
792,993,93,902,Stereocaulaceae,9/11/2021,6
793,995,354,495,Cryphaeaceae,6/27/2023,5
794,404,174,281,Dicranaceae,7/18/2022,6
795,181,387,388,Lecythidaceae,2/15/2021,1
796,89,247,372,Turneraceae,3/25/2021,9
797,738,852,157,Cyperaceae,11/21/2022,6
798,816,693,120,Ericaceae,3/20/2023,12
799,155,615,864,Chenopodiaceae,12/25/2022,4
800,93,21,794,Grimmiaceae,6/19/2023,3
801,779,592,259,Primulaceae,12/8/2022,5
802,854,556,480,Cladoniaceae,6/28/2022,4
803,716,910,123,Fabaceae,4/8/2023,10
804,220,868,435,Ericaceae,7/13/2021,10
805,255,416,301,Primulaceae,9/16/2021,1
806,270,201,75,Cucurbitaceae,4/15/2023,12
807,819,185,603,Gentianaceae,12/27/2020,7
808,945,293,366,Asteraceae,7/28/2023,5
809,844,624,182,Rhizocarpaceae,11/6/2021,6
810,203,958,741,Liliaceae,1/5/2021,2
811,171,147,158,Ramalinaceae,3/7/2023,11
812,100,877,768,Rosaceae,12/29/2022,4
813,995,164,217,Caryophyllaceae,1/30/2022,10
814,282,942,132,Juncaceae,9/24/2023,11
815,340,165,170,Cyperaceae,10/15/2022,11
816,232,453,994,Cucurbitaceae,8/2/2021,1
817,978,159,967,Scrophulariaceae,3/20/2023,8
818,817,66,872,Crossosomataceae,8/30/2022,11
819,474,758,503,Thymelaeaceae,9/13/2022,2
820,260,636,650,Cucurbitaceae,9/27/2022,1
821,823,34,686,Cactaceae,8/10/2021,9
822,652,132,735,Erythroxylaceae,9/11/2023,1
823,581,179,693,Brachytheciaceae,9/26/2021,4
824,582,748,741,Pandanaceae,9/3/2021,11
825,401,399,754,Euphorbiaceae,10/9/2022,2
826,338,257,659,Polemoniaceae,1/10/2022,4
827,797,964,917,Pteridaceae,10/7/2022,4
828,107,469,419,Urticaceae,4/20/2021,3
829,361,905,541,Cyperaceae,8/27/2021,11
830,904,379,189,Asteraceae,7/16/2022,1
831,871,31,967,Rubiaceae,8/30/2023,10
832,407,180,167,Asteraceae,2/14/2023,8
833,567,629,127,Physciaceae,5/13/2021,9
834,801,901,738,Cucurbitaceae,7/18/2023,6
835,278,277,797,Rutaceae,11/21/2021,2
836,503,357,962,Fabaceae,12/18/2021,8
837,651,92,706,Grimmiaceae,3/13/2022,8
838,447,409,170,Asteraceae,5/4/2022,12
839,895,402,424,Acarosporaceae,2/13/2022,9
840,85,254,381,Theaceae,12/12/2020,1
841,912,32,592,Funariaceae,2/9/2022,6
842,161,890,50,Lobariaceae,8/7/2021,1
843,750,905,273,Asteraceae,4/14/2022,9
844,395,837,992,Proteaceae,3/26/2021,1
845,339,942,545,Rubiaceae,3/2/2022,6
846,972,447,856,Cyperaceae,9/19/2021,4
847,725,913,129,Crassulaceae,10/23/2021,10
848,846,146,108,Cyperaceae,7/15/2021,5
849,850,695,549,Rosaceae,12/16/2022,11
850,416,605,241,Caryophyllaceae,8/4/2021,10
851,726,434,738,Liliaceae,9/28/2022,8
852,390,561,566,Solanaceae,3/20/2021,3
853,323,432,531,Ericaceae,4/12/2022,1
854,404,653,425,Cupressaceae,9/17/2021,3
855,618,409,271,Asteraceae,1/26/2021,12
856,439,777,756,Brachytheciaceae,10/2/2021,9
857,214,417,885,Asteraceae,2/11/2023,10
858,302,199,17,Liliaceae,4/18/2022,2
859,534,136,509,Araceae,4/26/2023,12
860,739,220,19,Sapotaceae,8/20/2022,1
861,351,272,402,Scrophulariaceae,8/1/2021,12
862,579,790,583,Fabaceae,11/9/2020,1
863,169,538,625,Ericaceae,3/9/2023,4
864,246,61,984,Gyalectaceae,8/14/2021,4
865,11,90,553,Cyperaceae,11/17/2022,7
866,66,245,199,Parmeliaceae,10/24/2021,1
867,476,241,751,Lamiaceae,2/24/2021,4
868,432,107,904,Liliaceae,7/3/2023,3
869,586,687,862,Polygonaceae,3/23/2022,3
870,161,179,156,Polygonaceae,9/12/2023,12
871,746,953,999,Verbenaceae,3/28/2023,6
872,47,151,710,Scrophulariaceae,9/9/2021,9
873,225,502,159,Rosaceae,5/31/2021,11
874,104,676,767,Aspleniaceae,9/8/2023,5
875,128,664,244,Solanaceae,1/31/2022,6
876,677,873,928,Asteraceae,10/12/2021,2
877,529,634,862,Saxifragaceae,5/21/2022,8
878,142,653,579,Rubiaceae,11/7/2020,5
879,648,250,561,Nyctaginaceae,5/20/2021,3
880,954,721,671,Euphorbiaceae,3/13/2021,4
881,947,580,937,Pteridaceae,12/11/2020,11
882,664,381,148,Caryophyllaceae,2/18/2022,6
883,750,797,678,Chenopodiaceae,10/26/2023,12
884,450,607,617,Rosaceae,7/17/2021,4
885,805,341,150,Liliaceae,5/6/2023,2
886,391,564,215,Myrtaceae,10/13/2023,9
887,464,570,10,Asteraceae,9/16/2021,7
888,634,550,660,Fabaceae,6/28/2023,2
889,75,260,212,Betulaceae,3/22/2023,1
890,154,850,583,Rhamnaceae,10/4/2021,2
891,357,914,809,Cladoniaceae,5/18/2022,6
892,471,949,14,Pittosporaceae,8/24/2022,3
893,732,322,936,Campanulaceae,1/22/2022,7
894,264,128,840,Gnetaceae,7/3/2021,6
895,902,441,533,Solanaceae,4/14/2022,3
896,362,557,908,Asclepiadaceae,10/8/2023,11
897,103,644,803,Polygonaceae,11/17/2020,11
898,816,733,634,Ephedraceae,7/13/2023,1
899,186,266,942,Poaceae,11/8/2020,5
900,862,182,948,Asteraceae,9/16/2023,4
901,55,610,182,Myrsinaceae,6/27/2023,7
902,405,180,596,Brassicaceae,5/6/2023,8
903,93,893,122,Apiaceae,11/9/2021,8
904,337,346,809,Poaceae,5/31/2022,3
905,326,433,699,Asteraceae,8/9/2022,9
906,855,325,790,Portulacaceae,6/16/2021,5
907,259,955,103,Asteraceae,2/7/2022,3
908,337,643,839,Pteridaceae,3/16/2022,1
909,845,60,518,Asteraceae,4/29/2021,4
910,2,2,346,Capparaceae,12/1/2020,1
911,786,354,473,Caryophyllaceae,9/10/2023,3
912,962,931,173,Goodeniaceae,1/8/2021,3
913,41,692,780,Arecaceae,8/6/2022,10
914,682,106,226,Fabaceae,2/11/2021,7
915,661,843,463,Apiaceae,10/7/2022,3
916,266,239,552,Funariaceae,1/21/2022,8
917,821,585,682,Pterobryaceae,4/7/2021,4
918,795,736,383,Asclepiadaceae,2/2/2022,6
919,775,455,616,Polygonaceae,12/30/2021,1
920,201,283,614,Polemoniaceae,2/19/2022,5
921,385,209,658,Polemoniaceae,5/7/2023,9
922,484,314,350,Asteraceae,4/30/2021,6
923,318,775,707,Scrophulariaceae,2/6/2023,4
924,264,919,838,Fabaceae,2/6/2022,10
925,636,424,681,Cyperaceae,9/23/2022,7
926,111,248,72,Andreaeobryaceae,1/5/2021,6
927,729,730,624,Poaceae,9/25/2023,9
928,587,814,448,Asteraceae,5/31/2022,1
929,453,584,52,Fabaceae,9/4/2021,3
930,171,945,231,Lecythidaceae,2/26/2022,9
931,951,174,43,Liliaceae,3/31/2023,11
932,602,897,679,Uncertain Ascomycota Family,4/9/2023,1
933,781,37,41,Zingiberaceae,6/23/2023,8
934,770,221,62,Passifloraceae,6/24/2022,7
935,788,28,321,Caryophyllaceae,1/1/2023,1
936,208,246,627,Brassicaceae,6/26/2023,12
937,88,771,394,Lamiaceae,3/28/2023,11
938,636,811,232,Brassicaceae,3/3/2022,9
939,257,228,965,Asteraceae,10/6/2021,2
940,807,550,747,Cyperaceae,6/22/2021,9
941,559,268,974,Brassicaceae,2/22/2021,10
942,201,28,246,Poaceae,5/6/2021,8
943,609,790,476,Splachnobryaceae,9/4/2022,9
944,529,146,484,Lichinaceae,9/21/2021,3
945,167,617,123,Hymenophyllaceae,6/27/2021,11
946,158,285,471,Polemoniaceae,2/27/2023,9
947,248,724,484,Alectoriaceae,12/5/2020,2
948,611,108,683,Asteraceae,2/21/2021,11
949,660,165,591,Hydrophyllaceae,5/31/2021,7
950,840,68,939,Poaceae,11/30/2022,1
951,117,317,18,Cyperaceae,5/20/2022,10
952,95,665,601,Brassicaceae,2/17/2023,3
953,255,550,915,Mniaceae,10/28/2022,5
954,373,967,421,Fabaceae,3/13/2023,9
955,444,680,932,Araceae,12/6/2022,7
956,215,858,328,Rhamnaceae,9/9/2022,4
957,803,384,726,Convolvulaceae,2/5/2021,11
958,865,628,688,Scrophulariaceae,12/30/2021,10
959,351,847,901,Myrtaceae,11/2/2022,5
960,979,542,146,Lamiaceae,2/10/2022,3
961,228,509,982,Cyperaceae,3/16/2022,10
962,702,722,318,Fabaceae,12/29/2022,6
963,734,366,196,Physciaceae,6/8/2023,2
964,45,545,912,Fabaceae,5/16/2022,11
965,918,887,166,Fabaceae,2/1/2021,10
966,693,223,425,Brassicaceae,6/3/2023,12
967,276,71,610,Poaceae,12/5/2020,11
968,997,210,150,Amaranthaceae,6/24/2021,11
969,275,623,166,Rubiaceae,3/6/2021,7
970,50,886,319,Rosaceae,11/13/2022,2
971,710,326,66,Brassicaceae,12/6/2021,4
972,755,212,253,Pottiaceae,1/3/2021,9
973,403,490,79,Caryophyllaceae,8/7/2022,6
974,595,174,1,Salicaceae,8/15/2023,10
975,646,523,369,Ranunculaceae,1/30/2021,12
976,196,457,190,Aspleniaceae,11/6/2022,12
977,242,837,461,Caliciaceae,11/19/2022,5
978,197,220,83,Polemoniaceae,5/25/2022,11
979,792,592,448,Rubiaceae,6/26/2021,10
980,235,612,912,Scrophulariaceae,10/13/2023,11
981,205,756,245,Fabaceae,3/28/2023,3
982,1,553,290,Poaceae,3/27/2021,7
983,215,28,359,Liliaceae,1/25/2022,8
984,939,275,189,Scrophulariaceae,3/4/2021,9
985,554,139,627,Grammitidaceae,5/19/2022,4
986,551,743,690,Asteraceae,7/27/2023,10
987,721,616,542,Rosaceae,8/12/2023,10
988,524,929,5,Cistaceae,8/19/2021,3
989,318,80,767,Asteraceae,7/21/2021,12
990,540,503,25,Asteraceae,2/22/2021,7
991,293,934,941,Andreaeobryaceae,8/30/2021,4
992,414,201,607,Asteraceae,3/27/2021,5
993,734,411,525,Poaceae,12/19/2022,5
994,54,589,775,Lamiaceae,4/3/2023,1
995,522,799,674,Cyperaceae,2/25/2022,6
996,131,510,650,Poaceae,5/4/2022,3
997,317,403,492,Rubiaceae,7/8/2023,11
998,822,671,877,Asteraceae,7/20/2023,1
999,801,348,818,Caprifoliaceae,2/20/2023,11
1000,182,615,875,Cyperaceae,9/12/2022,3
